Date,Open,High,Low,Close,Volume,Day,Month,Year,% Change,MM_7,MM_15,Delta_7,Delta_15,Delta_MM,Lag_1,Lag_2,Lag_3,Lag_4,Lag_5,Raised,Next Raised
2024-12-06,242.32543882662802,244.04130085085734,241.49743440151175,242.25559997558594,36870600,6,12,2024,-0.08229313638362656,239.90556117466517,234.10260823567708,2.350038800920771,8.152991739908856,5.802952938988085,246.1562042236328,247.1737518310547,245.89683532714844,247.36329650878906,247.5328826904297,0,1
2024-12-09,241.24804586880077,246.64503053466012,241.16823655952678,246.1562042236328,44649200,9,12,2024,1.610119331994797,241.59007045200892,235.5491190592448,4.566133771623896,10.607085164388025,6.0409513927641285,247.1737518310547,245.89683532714844,247.36329650878906,247.5328826904297,250.43588256835938,1,1
2024-12-10,246.2958646584201,247.612695417372,244.7495916510093,247.1737518310547,36914800,10,12,2024,0.41337475552614134,243.07791137695312,236.86261800130208,4.0958404541015625,10.311133829752606,6.215293375651044,245.89683532714844,247.36329650878906,247.5328826904297,250.43588256835938,252.8699951171875,1,0
2024-12-11,247.3632990378159,250.19646101706442,245.66737785476369,245.89683532714844,45205800,11,12,2024,-0.5166068380832889,244.0612553187779,238.07369689941407,1.8355800083705276,7.823138427734364,5.987558419363836,247.36329650878906,247.5328826904297,250.43588256835938,252.8699951171875,247.4530792236328,0,1
2024-12-12,246.2958641332418,248.1414182384854,245.08876927344312,247.36329650878906,32777500,12,12,2024,0.5963725314681589,244.81800188337053,239.33465576171875,2.545294625418535,8.028640747070312,5.483346121651778,247.5328826904297,250.43588256835938,252.8699951171875,247.4530792236328,249.1888885498047,1,1
2024-12-13,247.223631137632,248.69007959411312,245.647431564018,247.5328826904297,33155300,13,12,2024,0.06855753623682403,245.54767063685827,240.6388427734375,1.9852120535714164,6.894039916992199,4.9088278634207825,250.43588256835938,252.8699951171875,247.4530792236328,249.1888885498047,253.87759399414062,1,1
2024-12-16,247.3932343641577,250.77507595019196,247.05404098232512,250.43588256835938,51694800,16,12,2024,1.1727734296862025,246.68777901785714,242.04678039550782,3.748103550502236,8.389102172851551,4.640998622349315,252.8699951171875,247.4530792236328,249.1888885498047,253.87759399414062,254.6557159423828,1,1
2024-12-17,249.47818331943677,253.21915892963332,249.1789022262073,252.8699951171875,51356400,17,12,2024,0.97195039459399,248.20412118094308,243.41747334798177,4.665873936244424,9.452521769205731,4.786647832961307,247.4530792236328,249.1888885498047,253.87759399414062,254.6557159423828,257.57867431640625,1,0
2024-12-18,251.55318925842403,253.66808268004456,247.14382766353577,247.4530792236328,56774100,18,12,2024,-2.1421742389975296,248.38938903808594,244.28139038085936,-0.936309814453125,3.171688842773449,4.107998657226574,249.1888885498047,253.87759399414062,254.6557159423828,257.57867431640625,258.39666748046875,0,1
2024-12-19,246.90440599607692,251.3935770141874,246.49538898335234,249.1888885498047,60882300,19,12,2024,0.7014700854068412,248.67726571219308,245.2696736653646,0.5116228376116112,3.9192148844400947,3.4075920468284835,253.87759399414062,254.6557159423828,257.57867431640625,258.39666748046875,254.9749298095703,1,1
2024-12-20,247.44310326755718,254.3863612366688,245.09876750312787,253.87759399414062,147495300,20,12,2024,1.881586884400277,249.81737409319197,246.41092224121093,4.060219900948653,7.466671752929699,3.4064518519810463,254.6557159423828,257.57867431640625,258.39666748046875,254.9749298095703,251.59307861328125,1,1
2024-12-23,254.15691915529422,255.03479114956258,252.8400883307868,254.6557159423828,40858800,23,12,2024,0.3064949277328255,250.85914829799108,247.45374145507813,3.796567644391729,7.201974487304682,3.405406842912953,257.57867431640625,258.39666748046875,254.9749298095703,251.59307861328125,249.81736755371094,1,1
2024-12-24,254.87518901917565,257.58862955018265,254.67565812568793,257.57867431640625,23234700,24,12,2024,1.1478078798297098,252.2942613874163,248.4879150390625,5.284412928989951,9.09075927734375,3.8063463483537987,258.39666748046875,254.9749298095703,251.59307861328125,249.81736755371094,243.26319885253906,1,1
2024-12-26,257.56867823862046,259.47408555117545,257.0100282923795,258.39666748046875,27237100,26,12,2024,0.31757022052907313,253.43151637486048,249.55267944335938,4.965151105608271,8.84398803710937,3.878836931501098,254.9749298095703,251.59307861328125,249.81736755371094,243.26319885253906,242.7743682861328,1,0
2024-12-27,257.20952960207876,258.0774615569102,252.4510193654514,254.9749298095703,42355300,27,12,2024,-1.3242189631401002,253.73222133091517,250.38733317057293,1.242708478655146,4.587596638997383,3.3448881603422365,251.59307861328125,249.81736755371094,243.26319885253906,242.7743682861328,244.41041564941406,0,0
2024-12-30,251.62300520062965,252.88995321263158,250.14657107718884,251.59307861328125,35557500,30,12,2024,-1.3263465544690267,254.32364981515067,251.00983174641928,-2.7305712018694237,0.5832468668619697,3.3138180687313934,249.81736755371094,243.26319885253906,242.7743682861328,244.41041564941406,241.62713623046875,0,0
2024-12-31,251.83251072711272,252.67048563095815,248.82974448856297,249.81736755371094,39480700,31,12,2024,-0.7057869275886253,254.41343252999442,251.2539093017578,-4.596064976283486,-1.4365417480468636,3.1595232282366226,243.26319885253906,242.7743682861328,244.41041564941406,241.62713623046875,242.11595153808594,0,0
2025-01-02,248.3309608077005,248.5005651105234,241.23808511721737,243.26319885253906,55740700,2,1,2025,-2.623584086788011,252.8970903669085,250.99320576985676,-9.633891514369424,-7.730006917317695,1.9038845970517286,242.7743682861328,244.41041564941406,241.62713623046875,242.11595153808594,236.28004455566406,0,0
2025-01-03,242.7743682861328,243.5923870862029,241.3079045417172,242.7743682861328,40244100,3,1,2025,-0.20094719164758246,251.1997549874442,250.78504130045573,-8.425386701311396,-8.010673014322919,0.41471368698847755,244.41041564941406,241.62713623046875,242.11595153808594,236.28004455566406,233.83592224121094,0,1
2025-01-06,243.72207367593157,246.73481040856498,242.61474424512696,244.41041564941406,45045600,6,1,2025,0.6738962497692569,249.3185751778739,250.5881825764974,-4.908159528459834,-6.177766927083326,-1.2696073986234921,241.62713623046875,242.11595153808594,236.28004455566406,233.83592224121094,232.71861267089844,1,0
2025-01-07,242.3952722906863,244.9590949760797,240.76920518354387,241.62713623046875,40856000,7,1,2025,-1.1387728348441928,246.9229278564453,250.19446614583333,-5.2957916259765625,-8.567329915364581,-3.271538289388019,242.11595153808594,236.28004455566406,233.83592224121094,232.71861267089844,237.2975616455078,0,1
2025-01-08,241.33782978685954,243.12353076570005,239.47233471944105,242.11595153808594,37628900,8,1,2025,0.20230149446085477,245.08593096051897,249.63980407714843,-2.9699794224330276,-7.523852539062489,-4.553873116629461,236.28004455566406,233.83592224121094,232.71861267089844,237.2975616455078,227.710693359375,1,0
2025-01-10,239.43242868693397,239.58207685657038,232.43930319937854,236.28004455566406,61710900,10,1,2025,-2.4103769063327785,242.89835466657365,248.53380737304687,-6.61831011090959,-12.253762817382807,-5.635452706473217,233.83592224121094,232.71861267089844,237.2975616455078,227.710693359375,229.4265594482422,0,0
2025-01-13,232.96802072299363,234.10527676213235,229.16719172961072,233.83592224121094,49630700,13,1,2025,-1.0344175781113574,240.61529105050224,247.6259969075521,-6.779368809291299,-13.790074666341155,-7.010705857049857,232.71861267089844,237.2975616455078,227.710693359375,229.4265594482422,222.10421752929688,0,0
2025-01-14,234.1850763475817,235.55177458449063,231.9105643637605,232.71861267089844,39435300,14,1,2025,-0.4778177619604307,239.10892159598214,246.527978515625,-6.390308925083701,-13.809365844726557,-7.4190569196428555,237.2975616455078,227.710693359375,229.4265594482422,222.10421752929688,223.29136657714844,0,1
2025-01-15,234.07533889356793,238.38495013235746,233.86583756026477,237.2975616455078,39832000,15,1,2025,1.967590353885762,238.32652064732142,245.42264302571616,-1.028959001813604,-8.125081380208343,-7.096122378394739,227.710693359375,229.4265594482422,222.10421752929688,223.29136657714844,223.1217803955078,1,0
2025-01-16,236.77883010316478,237.4372302632713,227.4812511099753,227.710693359375,71759100,16,1,2025,-4.0400197202423715,235.9408460344587,243.62630818684895,-8.230152675083701,-15.915614827473945,-7.685462152390244,229.4265594482422,222.10421752929688,223.29136657714844,223.1217803955078,222.24388122558594,0,1
2025-01-17,231.5614090278119,231.73099810398455,227.93016912923343,229.4265594482422,68488300,17,1,2025,0.7535289904717857,234.19790649414062,241.74950052897137,-4.7713470458984375,-12.32294108072918,-7.551594034830742,222.10421752929688,223.29136657714844,223.1217803955078,222.24388122558594,229.30685424804688,1,0
2025-01-21,223.46094530610958,223.87993275191027,218.85206818023312,222.10421752929688,98070400,21,1,2025,-3.191584242275669,231.3390873500279,239.3300038655599,-9.234869820731035,-17.225786336263013,-7.990916515531978,223.29136657714844,223.1217803955078,222.24388122558594,229.30685424804688,237.68663024902344,0,1
2025-01-22,219.26108010259503,223.58066200952604,219.26108010259503,223.29136657714844,64126500,22,1,2025,0.5345009028002723,229.48356192452567,237.21776631673177,-6.192195347377236,-13.926399739583331,-7.734204392206095,223.1217803955078,222.24388122558594,229.30685424804688,237.68663024902344,238.7839813232422,1,0
2025-01-23,224.19918327232872,226.4836658384098,221.76505253825962,223.1217803955078,60234800,23,1,2025,-0.07594838270741366,227.95297023228235,235.3196797688802,-4.831189836774541,-12.197899373372394,-7.3667095365978525,222.24388122558594,229.30685424804688,237.68663024902344,238.7839813232422,237.0182342529297,0,0
2025-01-24,224.23906824814947,225.08702882156655,220.877182986192,222.24388122558594,54697900,24,1,2025,-0.3934618881068941,226.45658002580916,233.4814473470052,-4.212698800223222,-11.237566121419263,-7.024867321196041,229.30685424804688,237.68663024902344,238.7839813232422,237.0182342529297,235.4320831298828,0,1
2025-01-27,223.4809115633434,231.59133678218907,223.44099929694335,229.30685424804688,94863400,27,1,2025,3.1780281119603737,225.31505039760046,232.5510243733724,3.9918038504464164,-3.2441701253255246,-7.235973975771941,237.68663024902344,238.7839813232422,237.0182342529297,235.4320831298828,227.46128845214844,1,1
2025-01-28,230.2944737209622,239.61199368769647,230.25456145518996,237.68663024902344,75707600,28,1,2025,3.654394033905306,226.7401842389788,232.21184183756512,10.946446010044639,5.47478841145832,-5.471657598586319,238.7839813232422,237.0182342529297,235.4320831298828,227.46128845214844,232.23977661132812,1,1
2025-01-29,233.55658589116152,239.28277807440017,233.446849997024,238.7839813232422,45486100,29,1,2025,0.4616797642631676,228.07695879255022,231.8367462158203,10.707022530691972,6.947235107421875,-3.7597874232700974,237.0182342529297,235.4320831298828,227.46128845214844,232.23977661132812,231.91058349609375,1,0
