Date,Open,High,Low,Close,Volume,% Change,MM_7,MM_15,Delta_MM,Raised,Next Raised
2024-06-04 00:00:00-04:00,193.73397115741048,194.41081372828987,192.13146492648488,193.44532775878906,47471400,0.16493165153350642,190.84746878487724,189.79306640625,1.0544023786272305,1,1.0
2024-06-05 00:00:00-04:00,194.49042328995185,195.9834409155792,193.96289161058436,194.95823669433594,54156800,0.7820860566006393,191.68498011997767,190.35311381022134,1.3318663097563217,1,0.0
2024-06-06 00:00:00-04:00,194.77908126144504,195.58530834672572,193.2661524862918,193.57470703125,41181800,-0.7096543785708787,192.32342311314173,190.6689687093099,1.654454403831835,0,1.0
2024-06-07 00:00:00-04:00,193.74393208436854,196.02328103845028,193.2363115131171,195.9735107421875,53103900,1.2392134012375156,193.26189313616072,191.13678181966145,2.1251113164992717,1,0.0
2024-06-10 00:00:00-04:00,195.98344204153506,196.3815891899795,191.25555286655262,192.22103881835938,97262100,-1.914785273589692,193.52210344587053,191.3524393717448,2.169664074125734,0,1.0
2024-06-11 00:00:00-04:00,192.74855695795014,206.19567789204126,192.7286609927464,206.1857147216797,172373300,7.264905022449875,195.64076232910156,192.42143859863282,3.2193237304687443,1,1.0
2024-06-12 00:00:00-04:00,206.40472171133436,219.1750019825869,205.9369082694312,212.0782012939453,198134300,2.8578539401818537,198.34810529436385,193.796342976888,4.551762317475834,1,1.0
2024-06-13 00:00:00-04:00,213.74040935969603,215.74104751612717,210.61502639534655,213.24273681640625,97862700,0.5491066575234127,201.17630658830916,195.34510091145833,5.8312056768508285,1,0.0
2024-06-14 00:00:00-04:00,212.8545395919822,214.16838712685717,210.31640674162668,211.50086975097656,70122700,-0.8168470783271542,203.53953988211495,197.04448649088542,6.495053391229533,0,1.0
2024-06-17 00:00:00-04:00,212.37678083551464,217.9308083607288,211.72981259041407,215.6614227294922,93728300,1.9671564393159757,206.69478498186385,198.81553751627604,7.8792474655878095,1,0.0
2024-06-18 00:00:00-04:00,216.5771221156608,217.61228945527094,212.008492058615,213.29248046875,79943300,-1.0984543414208958,209.1689235142299,200.42799580891926,8.74092770531064,0,0.0
2024-06-20 00:00:00-04:00,212.93416556238657,213.24273529474334,207.87782592387282,208.70394897460938,86172500,-2.151286104440475,211.52362496512276,201.7146443684896,9.808980596633177,0,0.0
2024-06-21 00:00:00-04:00,209.41064929966387,210.90366690915465,206.14591867526494,206.52415466308594,246421400,-1.0444432519044589,211.5719735281808,202.78961690266928,8.782356625511511,0,1.0
