Date,Open,High,Low,Close,Volume,% Change,MM_7,MM_15,Delta_MM,Raised,Next Raised
2024-06-03 00:00:00-03:00,57.83186626606899,57.84106775544502,56.77351594320278,56.939170837402344,18846500,-2.104435668146809,58.85077394757952,59.51356735229492,-0.6627934047154014,0,0.0
2024-06-04 00:00:00-03:00,56.49742603511495,56.50663103523699,55.862417943171636,56.35938262939453,19865100,-1.0182589586059776,58.3498660496303,59.30312474568685,-0.953258696056551,0,0.0
2024-06-05 00:00:00-03:00,56.230536887624886,56.30416284547337,55.50349986260503,55.5587158203125,18000800,-1.4206451024260103,57.73063332693918,59.04175872802735,-1.3111254010881694,0,1.0
2024-06-06 00:00:00-03:00,55.92683581980296,56.44220696719464,55.54951158120438,56.33176803588867,17888300,1.391414837730176,57.19291251046317,58.84358647664388,-1.6506739661807117,1,0.0
2024-06-07 00:00:00-03:00,55.853215307084305,56.018870209503426,55.466689541892414,55.59553146362305,14822100,-1.306965142291594,56.73539079938616,58.56749547322591,-1.8321046738397513,0,1.0
2024-06-10 00:00:00-03:00,55.77038671291201,56.42380481936468,55.58632883459981,56.20293045043945,14762900,1.0925320269918437,56.45009667532785,58.2539789835612,-1.803882308233348,1,0.0
2024-06-11 00:00:00-03:00,55.586327772581534,56.17532139755698,54.951316168228246,56.12010192871094,24588400,-0.1473740267005419,56.158228737967356,57.936781056722005,-1.7785523187546488,0,0.0
2024-06-12 00:00:00-03:00,56.28575578745008,56.55264461593656,55.1353765377796,55.3470458984375,21969600,-1.3775028977236148,55.930782318115234,57.57970326741536,-1.648920949300127,0,1.0
2024-06-13 00:00:00-03:00,55.51269897953468,56.18452001813527,55.420670046836044,55.9820556640625,13692600,1.1473236833457134,55.876878465924946,57.29686330159505,-1.4199848356701068,1,0.0
2024-06-14 00:00:00-03:00,56.00046484839988,56.02807633981256,55.457485659672365,55.788795471191406,12282100,-0.34521810708562084,55.909746987479075,57.02506713867187,-1.1153201511927975,0,0.0
2024-06-17 00:00:00-03:00,55.25501738607957,55.63234164243526,55.070956002586314,55.56792068481445,13976100,-0.3959124489271493,55.80062593732561,56.73670552571615,-0.936079588390534,0,1.0
2024-06-18 00:00:00-03:00,55.54030817042368,56.02807135428161,55.42067125743786,55.82560348510742,12239900,0.4637258279908796,55.83349336896624,56.45202484130859,-0.6185314723423545,1,1.0
2024-06-19 00:00:00-03:00,55.687554482454246,56.21213062478033,55.55871257442558,56.000457763671875,8744100,0.31321520529750124,55.80456869942801,56.26550979614258,-0.4609410967145706,1,1.0
2024-06-20 00:00:00-03:00,56.18452164869683,56.70909430379624,55.972852288803985,56.506629943847656,19497200,0.9038715046078449,55.85978698730469,56.152619171142575,-0.2928321838378878,1,0.0
2024-06-21 00:00:00-03:00,56.166113529459786,56.46981532658705,55.899228220362225,55.9820556640625,39134100,-0.9283411173280798,55.95050266810826,56.00721104939779,-0.05670838128953193,0,1.0
2024-06-24 00:00:00-03:00,55.65074752999129,56.21213316376887,55.5863265730672,56.046478271484375,13669000,0.1150772451238069,55.95970589773996,55.94769821166992,0.012007686070035106,1,0.0
