Date,Open,High,Low,Close,Volume,% Change,MM_7,MM_15,Delta_MM,Raised,Next Raised
2024-06-03 00:00:00-03:00,33.199800611706536,33.285299690916986,32.866346374991856,32.98604965209961,43454500,-0.5413747131264968,32.16646521432059,32.42288449605306,-0.25641928173246953,0,0.0
2024-06-04 00:00:00-03:00,32.83214771220752,32.857796782882616,32.23364439100329,32.6183967590332,34090200,-1.1145708472035998,32.33013725280762,32.22509371439616,0.10504353841145786,0,1.0
2024-06-05 00:00:00-03:00,32.712442394736726,32.85779472983521,32.549992854643605,32.6611442565918,18627100,0.13105333739849012,32.524345125470845,32.072903060913085,0.45144206455776015,1,1.0
2024-06-06 00:00:00-03:00,32.72954587701951,33.105749653175195,32.72099727373452,32.81504821777344,25944100,0.4712142354001525,32.69168199811663,32.07176322937012,0.6199187687465084,1,0.0
2024-06-07 00:00:00-03:00,32.678248479395855,32.8919994437842,31.515442711270325,31.58384132385254,46003600,-3.751958204510719,32.5866391318185,32.05238329569499,0.5342558361235135,0,1.0
2024-06-10 00:00:00-03:00,31.7975888028411,32.54144442571521,31.73773880029912,32.06264114379883,32560900,1.5159644928455673,32.55610302516392,32.0985533396403,0.45754968552362385,1,1.0
2024-06-11 00:00:00-03:00,32.32769186522373,32.490141398045026,32.06263953754443,32.199440002441406,31131300,0.426661228652514,32.41808019365583,32.15042304992676,0.2676571437290747,1,0.0
2024-06-12 00:00:00-03:00,32.49248393873571,32.58041895219142,31.31413664409815,31.498802185058594,52182400,-2.1759316849289556,32.20561626979283,32.15957400004069,0.04604226975213521,0,0.0
2024-06-13 00:00:00-03:00,31.569154027162103,31.824166917257266,30.64581957977948,31.182231903076172,46233500,-1.0050232390506175,32.00044986179897,32.11912015279134,-0.11867029099236959,0,0.0
2024-06-14 00:00:00-03:00,31.208614041010026,31.217406200576956,30.030266743202386,30.496328353881836,53534900,-2.1996614973755935,31.691190447126115,32.05402921040853,-0.36283876328241504,0,1.0
2024-06-17 00:00:00-03:00,30.25890043033138,30.892043276701123,30.13579006676078,30.610647201538086,40941800,0.3748610204142855,31.37627601623535,32.00795974731445,-0.6316837310791001,1,1.0
2024-06-18 00:00:00-03:00,30.680993766735583,31.780198205810407,30.61943858650785,31.56915283203125,36180700,3.1312818189776825,31.37417766026088,32.002990595499675,-0.6288129352387948,1,1.0
2024-06-19 00:00:00-03:00,31.569155443042536,31.762613159256244,31.27896383696296,31.595535278320312,20776200,0.08357033344998932,31.30744825090681,31.95475018819173,-0.6473019372849222,1,1.0
2024-06-20 00:00:00-03:00,31.850550506901865,32.439722505806344,31.832962832448697,32.096771240234375,39442900,1.5864138951872553,31.292781284877233,31.942775344848634,-0.6499940599714016,1,1.0
2024-06-21 00:00:00-03:00,32.140740791283,32.50127975421618,31.991250580691595,32.263851165771484,43340200,0.5205505696712187,31.402073996407644,31.882658767700196,-0.48058477129255195,1,1.0
2024-06-24 00:00:00-03:00,32.39575327078046,32.58921432495117,32.07918185650319,32.58921432495117,24599400,1.0084448924214673,31.603071485246932,31.856203079223633,-0.2531315939767005,1,0.0
2024-06-25 00:00:00-03:00,32.580423369336145,32.64197855800174,32.32540709943228,32.562835693359375,18572600,-0.08094282767535654,31.898286819458008,31.85249900817871,0.045787811279296875,0,1.0
2024-06-26 00:00:00-03:00,32.36058051658351,32.641976606375074,32.281437656673006,32.615596771240234,25553200,0.16202851120739048,32.18470818655832,31.849462509155273,0.33524567740304434,1,1.0
2024-06-27 00:00:00-03:00,32.98492754090584,33.38064183637647,32.81784966259866,33.16080093383789,37731000,1.6716056628416798,32.412086486816406,31.872512690226237,0.5395737965901688,1,1.0
2024-06-28 00:00:00-03:00,33.23994455385464,33.565308157798235,33.160801692948795,33.45978546142578,22019700,0.9016203444073057,32.67840794154576,31.99757563273112,0.6808323088146366,1,1.0
2024-07-01 00:00:00-03:00,33.68842202075998,34.084132972391686,33.57410380909662,33.969818115234375,24963500,1.5243153737389825,32.94598606654576,32.12472076416016,0.8212653023855978,1,0.0
2024-07-02 00:00:00-03:00,34.14569159442765,34.38311682417109,33.80273695861879,33.86429214477539,33346200,-0.3106462628119311,33.17462049211775,32.23571090698242,0.9389095851353275,0,0.0
2024-07-03 00:00:00-03:00,34.031369136077245,34.110511987618345,33.20476527453561,33.275115966796875,38509400,-1.7398154240451547,33.27260644095285,32.35413182576497,0.9184746151878755,0,0.0
2024-07-04 00:00:00-03:00,33.327880686974574,33.380640354357624,32.6419748204427,32.817848205566406,32698800,-1.3742033587102909,33.30903679983957,32.463172912597656,0.8458638872419115,0,1.0
2024-07-05 00:00:00-03:00,32.9321658277699,33.10803920978917,32.633182084688855,32.99372100830078,32758800,0.5359059546888423,33.36305454799107,32.629665756225585,0.7333887917654849,1,1.0
2024-07-08 00:00:00-03:00,32.95854615408459,33.87308507066252,32.791468283644804,33.802734375,48845900,2.4520222090005594,33.454759325299946,32.842471567789715,0.6122877575102308,1,0.0
2024-07-09 00:00:00-03:00,33.81153298802754,34.03137390036255,33.65324726278583,33.7939453125,34832500,-0.026001040041601087,33.50249644688198,32.99079106648763,0.5117053803943463,0,0.0
2024-07-10 00:00:00-03:00,33.84670566369253,33.90826084592026,33.39822835945525,33.47737121582031,32899700,-0.9367775610460871,33.432146889822825,33.1162467956543,0.3159000941685264,0,1.0
2024-07-11 00:00:00-03:00,33.5565153525146,33.8115316054771,33.51254784274664,33.70600891113281,17229400,0.682961914298863,33.40953499930246,33.22352930704753,0.18600569225493047,1,0.0
2024-07-12 00:00:00-03:00,33.79394259134002,33.86428993327954,33.53892634848438,33.54772186279297,15779100,-0.46961077105620586,33.44847869873047,33.309120686848956,0.1393580118815123,0,1.0
