Date,Open,High,Low,Close,Volume,Day,Month,Year,% Change,Raised,Next Raised,MM_7,MM_15,Delta_7,Delta_15,Delta_MM,Lag_1,Lag_2,Lag_3,Lag_4,Lag_5,LagR_1,LagR_2,LagR_3,LagR_4,LagR_5
2000-01-25,0.28868770599365234,0.28868770599365234,0.28868770599365234,0.28868770599365234,0,25,1,2000,0.0,0,0,0.28868770599365234,0.2791778306166331,0.0,0.00950987537701925,0.00950987537701925,0.28868770599365234,0.28868770599365234,0.28868770599365234,0.28868770599365234,0.28868770599365234,0.0,0.0,0.0,0.0,0.0
2000-01-26,0.2868838310241699,0.2868838310241699,0.2868838310241699,0.2868838310241699,1744,26,1,2000,-0.6248534080360524,0,0,0.2884300095694406,0.2792980889479319,-0.0015461785452706711,0.007585742076238022,0.009131920621508693,0.28868770599365234,0.28868770599365234,0.28868770599365234,0.28868770599365234,0.28868770599365234,0.0,0.0,0.0,0.0,0.0
2000-01-27,0.27425530552864075,0.27425530552864075,0.27425530552864075,0.27425530552864075,5384,27,1,2000,-4.40196488259571,0,0,0.2863682380744389,0.2795398533344269,-0.01211293254579815,-0.005284547805786133,0.006828384740012017,0.2868838310241699,0.28868770599365234,0.28868770599365234,0.28868770599365234,0.28868770599365234,0.0,0.0,0.0,0.0,0.0
2000-01-28,0.27425530552864075,0.27425530552864075,0.27425530552864075,0.27425530552864075,0,28,1,2000,0.0,0,0,0.28430646657943726,0.27978161772092186,-0.010051161050796509,-0.005526312192281113,0.004524848858515396,0.27425530552864075,0.2868838310241699,0.28868770599365234,0.28868770599365234,0.28868770599365234,0.0,0.0,0.0,0.0,0.0
2000-01-31,0.27425530552864075,0.27425530552864075,0.27425530552864075,0.27425530552864075,0,31,1,2000,0.0,0,0,0.2822446950844356,0.2800233821074168,-0.007989389555794868,-0.005768076578776038,0.00222131297701883,0.27425530552864075,0.27425530552864075,0.2868838310241699,0.28868770599365234,0.28868770599365234,0.0,0.0,0.0,0.0,0.0
2000-02-01,0.27425530552864075,0.27425530552864075,0.27425530552864075,0.27425530552864075,0,1,2,2000,0.0,0,0,0.2801829235894339,0.28026514649391177,-0.005927618060793172,-0.006009840965271018,-8.222290447784664e-05,0.27425530552864075,0.27425530552864075,0.27425530552864075,0.2868838310241699,0.28868770599365234,0.0,0.0,0.0,0.0,0.0
2000-02-02,0.27425530552864075,0.27425530552864075,0.27425530552864075,0.27425530552864075,0,2,2,2000,0.0,0,0,0.2781211520944323,0.28098798394203184,-0.003865846565791531,-0.006732678413391091,-0.0028668318475995602,0.27425530552864075,0.27425530552864075,0.27425530552864075,0.27425530552864075,0.2868838310241699,0.0,0.0,0.0,0.0,0.0
2000-02-03,0.27425530552864075,0.27425530552864075,0.27425530552864075,0.27425530552864075,0,3,2,2000,0.0,0,0,0.27605938059943064,0.28159056305885316,-0.00180407507078989,-0.0073352575302124134,-0.005531182459422523,0.27425530552864075,0.27425530552864075,0.27425530552864075,0.27425530552864075,0.27425530552864075,0.0,0.0,0.0,0.0,0.0
2000-02-04,0.2561960220336914,0.2561960220336914,0.2561960220336914,0.2561960220336914,227,4,2,2000,-6.584843804621821,0,0,0.2716754078865051,0.28062837521235146,-0.01547938585281372,-0.02443235317866005,-0.008952967325846328,0.27425530552864075,0.27425530552864075,0.27425530552864075,0.27425530552864075,0.27425530552864075,0.0,0.0,0.0,0.0,0.0
2000-02-07,0.2561960220336914,0.2561960220336914,0.2561960220336914,0.2561960220336914,4550,7,2,2000,0.0,0,0,0.2690955102443695,0.2784622629483541,-0.0128994882106781,-0.02226624091466267,-0.009366752703984571,0.2561960220336914,0.27425530552864075,0.27425530552864075,0.27425530552864075,0.27425530552864075,0.0,0.0,0.0,0.0,0.0
