Date,Open,High,Low,Close,Volume,Day,Month,Year,% Change,Raised,Next Raised,MM_7,MM_15,Delta_7,Delta_15,Delta_MM,Lag_1,Lag_2,Lag_3,Lag_4,Lag_5,LagR_1,LagR_2,LagR_3,LagR_4,LagR_5
2024-06-05,56.230536887624886,56.30416284547337,55.50349986260503,55.5587158203125,18000800,5,6,2024,-1.4206451024260103,0,1,57.73063169206892,59.04175847371419,-2.1719158717564184,-3.4830426534016894,-1.311126781645271,56.35938262939453,56.939170837402344,58.16317367553711,58.19998550415039,58.798179626464844,0.0,0.0,0.0,0.0,0.0
2024-06-06,55.92683581980296,56.44220696719464,55.54951158120438,56.33176803588867,17888300,6,6,2024,1.391414837730176,1,0,57.192910875592915,58.84358622233073,-0.8611428397042431,-2.5118181864420563,-1.6506753467378132,55.5587158203125,56.35938262939453,56.939170837402344,58.16317367553711,58.19998550415039,0.0,0.0,0.0,0.0,0.0
2024-06-07,55.85321147470602,56.0188663657587,55.46668573603566,55.59552764892578,14822100,7,6,2024,-1.306971914131716,0,1,56.7353891645159,58.56749496459961,-1.1398615155901197,-2.9719673156738295,-1.8321058000837098,56.33176803588867,55.5587158203125,56.35938262939453,56.939170837402344,58.16317367553711,1.0,0.0,0.0,0.0,0.0
2024-06-10,55.77038671291201,56.42380481936468,55.58632883459981,56.20293045043945,14762900,10,6,2024,1.0925389634743654,1,0,56.45009558541434,58.2539784749349,-0.24716513497488535,-2.0510480244954437,-1.8038828895205583,55.59552764892578,56.33176803588867,55.5587158203125,56.35938262939453,56.939170837402344,0.0,1.0,0.0,0.0,0.0
2024-06-11,55.58632399416693,56.17531757910624,54.95131243297781,56.12009811401367,24588400,11,6,2024,-0.1473808140641797,0,0,56.15822764805385,57.936780039469404,-0.0381295340401806,-1.8166819254557325,-1.7785523914155519,56.20293045043945,55.59552764892578,56.33176803588867,55.5587158203125,56.35938262939453,1.0,0.0,1.0,0.0,0.0
2024-06-12,56.28575578745008,56.55264461593656,55.1353765377796,55.3470458984375,21969600,12,6,2024,-1.3774961939760688,0,1,55.93078122820173,57.57970225016276,-0.5837353297642309,-2.232656351725261,-1.64892102196103,56.12009811401367,56.20293045043945,55.59552764892578,56.33176803588867,55.5587158203125,0.0,1.0,0.0,1.0,0.0
2024-06-13,55.51269897953468,56.18452001813527,55.420670046836044,55.9820556640625,13692600,13,6,2024,1.1473236833457134,1,0,55.87687737601144,57.296862030029295,0.10517828805105722,-1.3148063659667955,-1.4199846540178527,55.3470458984375,56.12009811401367,56.20293045043945,55.59552764892578,56.33176803588867,0.0,0.0,1.0,0.0,1.0
2024-06-14,56.00046101922919,56.028072508753866,55.45748186762923,55.78879165649414,12282100,14,6,2024,-0.3452249212285041,0,0,55.909745352608816,57.02506586710612,-0.12095369611467532,-1.236274210611981,-1.1153205144973057,55.9820556640625,55.3470458984375,56.12009811401367,56.20293045043945,55.59552764892578,1.0,0.0,0.0,1.0,0.0
2024-06-17,55.255013592862895,55.632337823315545,55.07095222200531,55.56791687011719,13976100,17,6,2024,-0.39591247599864987,0,1,55.800623757498606,56.73670374552409,-0.23270688738141843,-1.1687868754069015,-0.9360799880254831,55.78879165649414,55.9820556640625,55.3470458984375,56.12009811401367,56.20293045043945,0.0,1.0,0.0,0.0,1.0
2024-06-18,55.54030817042368,56.02807135428161,55.42067125743786,55.82560348510742,12239900,18,6,2024,0.4637327247529299,1,1,55.83349173409598,56.452023061116535,-0.007888248988557223,-0.6264195760091127,-0.6185313270205555,55.56791687011719,55.78879165649414,55.9820556640625,55.3470458984375,56.12009811401367,0.0,0.0,1.0,0.0,0.0
