Date,Open,High,Low,Close,Volume,Day,Month,Year,% Change,Raised,Next Raised,MM_7,MM_15,Delta_7,Delta_15,Delta_MM,Lag_1,Lag_2,Lag_3,Lag_4,Lag_5,LagR_1,LagR_2,LagR_3,LagR_4,LagR_5
2000-01-21,1.5514526367187502,1.5514526367187502,1.5514526367187502,1.55145263671875,17512960000,21,1,2000,-2.126838741670234,0,0,1.5882781914302282,1.6256238381067911,-0.03682555471147819,-0.07417120138804112,-0.03734564667656293,1.585166573524475,1.588747262954712,1.6000845432281494,1.5926257371902466,1.6111233234405518,0.0,0.0,1.0,0.0,1.0
2000-01-24,1.5404132604599,1.5404132604599,1.5404132604599,1.5404132604599,18385920000,24,1,2000,-0.711550968271768,0,0,1.5813733339309692,1.6114618937174479,-0.040960073471069336,-0.07104863325754796,-0.03008855978647862,1.55145263671875,1.585166573524475,1.588747262954712,1.6000845432281494,1.5926257371902466,0.0,0.0,0.0,1.0,0.0
2000-01-25,1.5404132604599,1.5404132604599,1.5404132604599,1.5404132604599,0,25,1,2000,0.0,0,1,1.5712718963623047,1.6037643194198608,-0.030858635902404785,-0.06335105895996085,-0.032492423057556064,1.5404132604599,1.55145263671875,1.585166573524475,1.588747262954712,1.6000845432281494,0.0,0.0,0.0,0.0,1.0
2000-01-26,1.5589118003845215,1.5589118003845215,1.5589118003845215,1.5589118003845215,25917440000,26,1,2000,1.2008816334844186,1,0,1.5664556196757726,1.5984138329823812,-0.0075438192912511415,-0.03950203259785967,-0.03195821330660853,1.5404132604599,1.5404132604599,1.55145263671875,1.585166573524475,1.588747262954712,0.0,0.0,0.0,0.0,0.0
2000-01-27,1.5478726625442505,1.5478726625442505,1.5478726625442505,1.5478726625442505,38379520000,27,1,2000,-0.7081310076393121,0,0,1.5589967795780726,1.5927052736282348,-0.0111241170338221,-0.044832611083984286,-0.033708494050162185,1.5589118003845215,1.5404132604599,1.5404132604599,1.55145263671875,1.585166573524475,1.0,0.0,0.0,0.0,0.0
2000-01-28,1.5478726625442505,1.5478726625442505,1.5478726625442505,1.5478726625442505,17894400000,28,1,2000,0.0,0,0,1.5531575509480067,1.5864994923273723,-0.005284888403756183,-0.03862682978312182,-0.033341941379365636,1.5478726625442505,1.5589118003845215,1.5404132604599,1.5404132604599,1.55145263671875,0.0,1.0,0.0,0.0,0.0
2000-01-31,1.5219149589538574,1.5219149589538574,1.5219149589538574,1.5219149589538574,32266240000,31,1,2000,-1.6769921853730607,0,1,1.544121606009347,1.5763156255086264,-0.02220664705548958,-0.05440066655476894,-0.03219401949927936,1.5478726625442505,1.5478726625442505,1.5589118003845215,1.5404132604599,1.5404132604599,0.0,0.0,1.0,0.0,0.0
2000-02-01,1.5514526367187502,1.5514526367187502,1.5514526367187502,1.55145263671875,23672320000,1,2,2000,1.9408231446254032,1,1,1.544121606009347,1.5708457310994466,0.007331030709402997,-0.019393094380696585,-0.026724125090099582,1.5219149589538574,1.5478726625442505,1.5478726625442505,1.5589118003845215,1.5404132604599,0.0,0.0,0.0,1.0,0.0
2000-02-02,1.5812879800796509,1.5812879800796509,1.5812879800796509,1.5812879800796509,14272000000,2,2,2000,1.9230586003579964,1,1,1.5499608516693115,1.5672057708104452,0.031327128410339355,0.01408220926920567,-0.017244919141133686,1.55145263671875,1.5219149589538574,1.5478726625442505,1.5478726625442505,1.5589118003845215,1.0,0.0,0.0,0.0,1.0
2000-02-03,1.6260415315628052,1.6260415315628052,1.6260415315628052,1.6260415315628052,25950720000,3,2,2000,2.8301961468713666,1,1,1.5621934618268694,1.569692055384318,0.06384806973593582,0.05634947617848707,-0.007498593557448752,1.5812879800796509,1.55145263671875,1.5219149589538574,1.5478726625442505,1.5478726625442505,1.0,1.0,0.0,0.0,0.0
2000-02-04,1.6672152280807495,1.6672152280807495,1.6672152280807495,1.6672152280807495,21199360000,4,2,2000,2.5321429815124086,1,1,1.5776653800691878,1.5734315156936645,0.08954984801156174,0.09378371238708505,0.004233864375523311,1.6260415315628052,1.5812879800796509,1.55145263671875,1.5219149589538574,1.5478726625442505,1.0,1.0,1.0,0.0,0.0
2000-02-07,1.6782536506652832,1.6782536506652832,1.6782536506652832,1.6782536506652832,20613120000,7,2,2000,0.6620874376993768,1,1,1.5962912355150496,1.579140043258667,0.08196241515023361,0.09911360740661612,0.017151192256382508,1.6672152280807495,1.6260415315628052,1.5812879800796509,1.55145263671875,1.5219149589538574,1.0,1.0,1.0,1.0,0.0
