Date,Open,High,Low,Close,Volume,Day,Month,Year,% Change,Raised,Next Raised,MM_7,MM_15,Delta_7,Delta_15,Delta_MM,Lag_1,Lag_2,Lag_3,Lag_4,Lag_5,LagR_1,LagR_2,LagR_3,LagR_4,LagR_5
1981-01-05,0.11617295324601891,0.11617295324601891,0.11574430763721466,0.11574430763721466,35728000,5,1,1981,-2.173772315300071,0,0,0.11831617568220411,0.10608441432317098,-0.0025718680449894477,0.009659893314043683,0.01223176135903313,0.11831623315811157,0.1170303076505661,0.12045960873365402,0.12346017360687256,0.12174555659294128,1.0,0.0,0.0,1.0,1.0
1981-01-06,0.11102831636345382,0.11102831636345382,0.11059965938329697,0.11059965938329697,45158400,6,1,1981,-4.4448391103974805,0,0,0.1181936923946653,0.10688461661338806,-0.007594033011368337,0.0037150427699089023,0.011309075781277239,0.11574430763721466,0.11831623315811157,0.1170303076505661,0.12045960873365402,0.12346017360687256,0.0,1.0,0.0,0.0,1.0
1981-01-07,0.10631317940348693,0.10631317940348693,0.10588452219963074,0.10588452219963074,55686400,7,1,1981,-4.263247472874509,0,0,0.11592783033847809,0.10771340082089106,-0.010043308138847351,-0.001828878621260327,0.008214429517587024,0.11059965938329697,0.11574430763721466,0.11831623315811157,0.1170303076505661,0.12045960873365402,0.0,0.0,1.0,0.0,0.0
1981-01-08,0.10416991909948937,0.10416991909948937,0.10374127328395844,0.10374127328395844,39827200,8,1,1981,-2.0241380620592553,0,1,0.11311084457806178,0.10885658264160156,-0.009369571294103346,-0.005115309357643122,0.004254261936460224,0.10588452219963074,0.11059965938329697,0.11574430763721466,0.11831623315811157,0.1170303076505661,0.0,0.0,0.0,1.0,0.0
1981-01-09,0.1093137264251709,0.10974238350938194,0.1093137264251709,0.1093137264251709,21504000,9,1,1981,5.371490984075034,1,0,0.1115185756768499,0.11022837509711583,-0.002204849251679006,-0.0009146486719449343,0.0012902005797340715,0.10374127328395844,0.10588452219963074,0.11059965938329697,0.11574430763721466,0.11831623315811157,0.0,0.0,0.0,0.0,1.0
1981-01-12,0.10931377316018098,0.10931377316018098,0.10845647007226944,0.10845647007226944,23699200,12,1,1981,-0.7842165672471868,0,0,0.11029374173709325,0.1113715057571729,-0.0018372716648238085,-0.0029150356849034637,-0.001077764020079655,0.1093137264251709,0.10374127328395844,0.10588452219963074,0.11059965938329697,0.11574430763721466,1.0,0.0,0.0,0.0,0.0
1981-01-13,0.10502722411351405,0.10502722411351405,0.10459856688976288,0.10459856688976288,23049600,13,1,1981,-3.5570982348363978,0,1,0.10833407512732915,0.1118859440088272,-0.0037355082375662707,-0.0072873771190643255,-0.003551868881498055,0.10845647007226944,0.1093137264251709,0.10374127328395844,0.10588452219963074,0.11059965938329697,0.0,1.0,0.0,0.0,0.0
1981-01-14,0.10502719134092331,0.10545584843091671,0.10502719134092331,0.10502719134092331,14291200,14,1,1981,0.40978042425012795,1,1,0.10680305851357323,0.11211461077133815,-0.0017758671726499226,-0.00708741943041484,-0.005311552257764918,0.10459856688976288,0.10845647007226944,0.1093137264251709,0.10374127328395844,0.10588452219963074,0.0,0.0,1.0,0.0,0.0
1981-01-15,0.10717050731182098,0.10802781038049342,0.10717050731182098,0.10717050731182098,14067200,15,1,1981,2.0407248290020163,1,0,0.10631317964621953,0.11220034311215082,0.0008573276656014539,-0.0050298358003298405,-0.005887163465931294,0.10502719134092331,0.10459856688976288,0.10845647007226944,0.1093137264251709,0.10374127328395844,1.0,0.0,0.0,1.0,0.0
1981-01-16,0.10674184112569528,0.10674184112569528,0.10631318390369415,0.10631318390369415,13395200,16,1,1981,-0.7999620694454479,0,1,0.1063744170325143,0.1118574192126592,-6.123312882014287e-05,-0.005544235308965043,-0.0054830021801449,0.10717050731182098,0.10502719134092331,0.10459856688976288,0.10845647007226944,0.1093137264251709,1.0,1.0,0.0,0.0,1.0
