Date,Open,High,Low,Close,Volume,Day,Month,Year,% Change,Raised,Next Raised,MM_7,MM_15,Delta_7,Delta_15,Delta_MM,Lag_1,Lag_2,Lag_3,Lag_4,Lag_5,LagR_1,LagR_2,LagR_3,LagR_4,LagR_5
2000-01-21,1.762061831220559,1.762061831220559,1.7253519296646118,1.7253519296646118,144000,21,1,2000,-2.083356025374583,0,1,1.7772701978683472,1.6765284458796184,-0.05191826820373535,0.04882348378499346,0.10074175198872881,1.7620619535446167,1.7730752229690552,1.78041672706604,1.835480809211731,1.798771858215332,0.0,0.0,0.0,1.0,1.0
2000-01-24,1.7253520494402323,1.7804164854885016,1.7253520494402323,1.7620619535446167,705600,24,1,2000,2.127683242406131,1,0,1.7767457791737147,1.691212272644043,-0.01468382562909798,0.07084968090057364,0.08553350652967162,1.7253519296646118,1.7620619535446167,1.7730752229690552,1.78041672706604,1.835480809211731,0.0,0.0,0.0,0.0,1.0
2000-01-25,1.7620619535446167,1.7620619535446167,1.7620619535446167,1.7620619535446167,0,25,1,2000,0.0,0,0,1.7715015070778983,1.7083434422810873,-0.00943955353328163,0.053718511263529445,0.06315806479681108,1.7620619535446167,1.7253519296646118,1.7620619535446167,1.7730752229690552,1.78041672706604,1.0,0.0,0.0,0.0,0.0
2000-01-26,1.747377872467041,1.747377872467041,1.747377872467041,1.747377872467041,196800,26,1,2000,-0.8333464693472736,0,1,1.7589153732572282,1.7244956731796264,-0.011537500790187227,0.02288219928741464,0.03441970007760187,1.7620619535446167,1.7620619535446167,1.7253519296646118,1.7620619535446167,1.7730752229690552,0.0,1.0,0.0,0.0,0.0
2000-01-27,1.7804164854885016,1.7804164854885016,1.7620619535446167,1.7620619535446167,686400,27,1,2000,0.8403494921704446,1,0,1.7562932627541679,1.7416268428166708,0.005768690790448838,0.020435110727945904,0.014666419937497066,1.747377872467041,1.7620619535446167,1.7620619535446167,1.7253519296646118,1.7620619535446167,0.0,0.0,1.0,0.0,0.0
2000-01-28,1.7620619535446167,1.7620619535446167,1.7620619535446167,1.7620619535446167,211200,28,1,2000,0.0,0,0,1.7547199385506767,1.7550870498021445,0.007342014993940049,0.006974903742472227,-0.0003671112514678221,1.7620619535446167,1.747377872467041,1.7620619535446167,1.7620619535446167,1.7253519296646118,1.0,0.0,0.0,1.0,0.0
2000-01-31,1.7620619535446167,1.7620619535446167,1.7620619535446167,1.7620619535446167,0,31,1,2000,0.0,0,0,1.7547199385506767,1.759981671969096,0.007342014993940049,0.0020802815755207593,-0.00526173341841929,1.7620619535446167,1.7620619535446167,1.747377872467041,1.7620619535446167,1.7620619535446167,0.0,1.0,0.0,0.0,1.0
2000-02-01,1.7253519296646118,1.7253519296646118,1.7253519296646118,1.7253519296646118,148800,1,2,2000,-2.083356025374583,0,0,1.7547199385506767,1.762184246381124,-0.029368008886064834,-0.036832316716512103,-0.00746430783044727,1.7620619535446167,1.7620619535446167,1.7620619535446167,1.747377872467041,1.7620619535446167,0.0,0.0,1.0,0.0,0.0
2000-02-02,1.7400366945512586,1.7400366945512586,1.6519335508346558,1.6519335508346558,739200,2,2,2000,-4.255269754978497,0,0,1.7389873095921107,1.7583909670511881,-0.08705375875745491,-0.10645741621653237,-0.01940365745907746,1.7253519296646118,1.7620619535446167,1.7620619535446167,1.7620619535446167,1.747377872467041,0.0,0.0,0.0,1.0,0.0
2000-02-03,1.6335785935670173,1.6886430452615058,1.6335785935670173,1.6519335508346558,4382400,3,2,2000,0.0,0,1,1.723254680633545,1.750804344813029,-0.07132112979888916,-0.09887079397837328,-0.027549664179484123,1.6519335508346558,1.7253519296646118,1.7620619535446167,1.7620619535446167,1.7620619535446167,0.0,0.0,0.0,0.0,1.0
